national,south,north,east,central,west,timestamp
54,54,46,54,53,46,2016-03-03T16:00:00+08:00
54,54,47,53,53,47,2016-03-03T17:00:00+08:00
54,54,47,54,52,46,2016-03-03T18:00:00+08:00
54,54,46,54,52,47,2016-03-03T19:00:00+08:00
54,54,46,54,52,49,2016-03-03T20:00:00+08:00
55,54,47,55,53,51,2016-03-03T23:00:00+08:00
55,54,48,55,53,51,2016-03-04T02:00:00+08:00
55,54,48,55,53,51,2016-03-04T03:00:00+08:00
55,54,48,55,53,52,2016-03-04T05:00:00+08:00
55,55,48,55,53,51,2016-03-04T06:00:00+08:00
55,55,48,55,53,51,2016-03-04T07:00:00+08:00
55,54,48,55,53,51,2016-03-04T08:00:00+08:00
55,54,48,55,53,51,2016-03-04T09:00:00+08:00
55,54,49,55,53,51,2016-03-04T11:00:00+08:00
55,53,48,55,53,52,2016-03-04T12:00:00+08:00
55,53,48,55,52,52,2016-03-04T13:00:00+08:00
55,53,47,55,52,51,2016-03-04T14:00:00+08:00
53,52,42,53,51,51,2016-03-04T18:00:00+08:00
52,52,42,52,49,49,2016-03-04T19:00:00+08:00
50,50,45,46,45,46,2016-03-05T01:00:00+08:00
48,48,44,44,44,45,2016-03-05T02:00:00+08:00
47,47,44,44,44,43,2016-03-05T03:00:00+08:00
47,47,44,42,43,43,2016-03-05T04:00:00+08:00
47,47,44,42,43,43,2016-03-05T05:00:00+08:00
46,46,43,42,42,43,2016-03-05T06:00:00+08:00
46,46,42,41,41,42,2016-03-05T07:00:00+08:00
46,46,42,40,41,41,2016-03-05T08:00:00+08:00
46,46,41,38,40,42,2016-03-05T10:00:00+08:00
45,45,41,40,41,41,2016-03-05T11:00:00+08:00
45,45,41,41,42,40,2016-03-05T12:00:00+08:00
46,46,40,43,45,39,2016-03-05T15:00:00+08:00
48,48,40,44,45,40,2016-03-05T16:00:00+08:00
49,49,36,46,48,37,2016-03-05T23:00:00+08:00
50,50,43,47,50,36,2016-03-06T06:00:00+08:00
51,51,43,48,50,37,2016-03-06T08:00:00+08:00
51,50,44,46,51,37,2016-03-06T09:00:00+08:00
51,51,43,46,47,35,2016-03-06T12:00:00+08:00
50,50,42,45,47,34,2016-03-06T13:00:00+08:00
50,50,41,44,45,34,2016-03-06T14:00:00+08:00
48,48,40,44,42,34,2016-03-06T16:00:00+08:00
47,47,40,41,41,39,2016-03-06T18:00:00+08:00
46,46,42,41,37,41,2016-03-06T22:00:00+08:00
46,44,37,46,37,39,2016-03-07T07:00:00+08:00
45,43,36,45,37,39,2016-03-07T08:00:00+08:00
48,46,38,48,42,39,2016-03-07T13:00:00+08:00
48,47,39,48,42,39,2016-03-07T14:00:00+08:00
50,50,40,50,45,33,2016-03-07T18:00:00+08:00
51,51,41,50,46,33,2016-03-07T19:00:00+08:00
50,50,43,50,47,34,2016-03-07T20:00:00+08:00
53,53,47,51,53,41,2016-03-08T06:00:00+08:00
53,53,48,51,53,42,2016-03-08T07:00:00+08:00
53,53,52,51,53,43,2016-03-08T09:00:00+08:00
53,53,52,51,53,44,2016-03-08T10:00:00+08:00
53,53,52,51,53,45,2016-03-08T11:00:00+08:00
54,54,52,50,53,51,2016-03-08T14:00:00+08:00
54,54,52,49,53,51,2016-03-08T15:00:00+08:00
55,55,52,50,53,51,2016-03-08T16:00:00+08:00
55,55,52,51,54,49,2016-03-08T17:00:00+08:00
54,54,52,51,53,49,2016-03-08T18:00:00+08:00
54,54,51,52,53,49,2016-03-08T19:00:00+08:00
54,54,51,53,53,48,2016-03-08T20:00:00+08:00
54,54,52,53,53,49,2016-03-08T21:00:00+08:00
54,54,52,53,53,48,2016-03-08T22:00:00+08:00
54,54,51,53,52,49,2016-03-08T23:00:00+08:00
54,54,51,53,53,48,2016-03-09T01:00:00+08:00
54,54,51,52,53,48,2016-03-09T02:00:00+08:00
53,53,50,52,52,45,2016-03-09T03:00:00+08:00
53,53,51,52,52,44,2016-03-09T04:00:00+08:00
53,53,52,52,52,43,2016-03-09T05:00:00+08:00
53,53,52,52,51,42,2016-03-09T06:00:00+08:00
53,53,53,51,51,40,2016-03-09T07:00:00+08:00
53,53,53,51,51,40,2016-03-09T08:00:00+08:00
53,53,52,51,51,39,2016-03-09T09:00:00+08:00
52,52,52,50,51,37,2016-03-09T10:00:00+08:00
53,53,52,49,52,36,2016-03-09T11:00:00+08:00
53,53,53,51,52,37,2016-03-09T12:00:00+08:00
53,52,53,50,52,35,2016-03-09T13:00:00+08:00
52,51,52,50,51,30,2016-03-09T14:00:00+08:00
52,51,52,49,51,33,2016-03-09T15:00:00+08:00
52,51,52,47,48,38,2016-03-09T16:00:00+08:00
52,51,52,45,47,41,2016-03-09T17:00:00+08:00
52,52,52,44,48,44,2016-03-09T18:00:00+08:00
52,52,52,40,47,46,2016-03-09T19:00:00+08:00
53,53,52,38,47,47,2016-03-09T20:00:00+08:00
53,53,51,36,46,45,2016-03-09T21:00:00+08:00
53,53,51,34,45,44,2016-03-09T22:00:00+08:00
53,53,51,33,44,43,2016-03-09T23:00:00+08:00
52,52,50,34,42,42,2016-03-10T01:00:00+08:00
52,52,50,34,41,42,2016-03-10T02:00:00+08:00
52,52,51,35,41,42,2016-03-10T03:00:00+08:00
52,52,51,35,42,43,2016-03-10T04:00:00+08:00
52,52,49,35,44,43,2016-03-10T05:00:00+08:00
52,52,48,36,45,42,2016-03-10T06:00:00+08:00
52,52,44,37,45,44,2016-03-10T07:00:00+08:00
52,52,42,37,46,44,2016-03-10T08:00:00+08:00
52,52,44,36,47,44,2016-03-10T09:00:00+08:00
53,53,45,38,48,44,2016-03-10T10:00:00+08:00
53,53,46,40,48,46,2016-03-10T11:00:00+08:00
53,53,47,39,48,45,2016-03-10T12:00:00+08:00
53,53,51,40,48,46,2016-03-10T13:00:00+08:00
54,54,52,42,49,47,2016-03-10T14:00:00+08:00
54,54,53,45,52,47,2016-03-10T16:00:00+08:00
55,55,53,46,52,47,2016-03-10T17:00:00+08:00
54,54,53,48,52,44,2016-03-10T18:00:00+08:00
55,55,54,48,53,42,2016-03-10T19:00:00+08:00
54,54,54,49,54,40,2016-03-10T20:00:00+08:00
55,54,55,51,54,40,2016-03-10T21:00:00+08:00
55,54,55,51,55,42,2016-03-10T22:00:00+08:00
56,54,56,51,55,43,2016-03-10T23:00:00+08:00
56,55,56,51,55,44,2016-03-11T01:00:00+08:00
56,54,56,51,55,45,2016-03-11T02:00:00+08:00
56,55,56,51,55,45,2016-03-11T03:00:00+08:00
56,55,56,52,55,49,2016-03-11T07:00:00+08:00
56,55,56,52,55,52,2016-03-11T08:00:00+08:00
56,55,56,53,55,52,2016-03-11T09:00:00+08:00
56,55,56,53,55,51,2016-03-11T10:00:00+08:00
56,55,56,53,54,52,2016-03-11T11:00:00+08:00
55,54,55,53,55,51,2016-03-11T12:00:00+08:00
54,54,54,53,54,51,2016-03-11T13:00:00+08:00
54,53,54,52,54,50,2016-03-11T14:00:00+08:00
54,54,54,52,54,46,2016-03-11T15:00:00+08:00
54,54,53,52,53,44,2016-03-11T16:00:00+08:00
53,52,53,51,53,45,2016-03-11T17:00:00+08:00
54,53,54,51,53,49,2016-03-11T18:00:00+08:00
53,52,53,51,52,48,2016-03-11T19:00:00+08:00
53,52,53,51,51,46,2016-03-11T20:00:00+08:00
52,52,52,49,51,44,2016-03-11T21:00:00+08:00
52,52,52,49,48,43,2016-03-11T22:00:00+08:00
52,52,51,50,49,42,2016-03-11T23:00:00+08:00
53,53,52,51,51,45,2016-03-12T01:00:00+08:00
54,54,52,52,52,47,2016-03-12T02:00:00+08:00
54,54,51,52,52,47,2016-03-12T03:00:00+08:00
54,54,50,52,52,48,2016-03-12T04:00:00+08:00
54,54,50,53,52,47,2016-03-12T05:00:00+08:00
54,54,49,53,52,48,2016-03-12T06:00:00+08:00
54,54,49,53,52,48,2016-03-12T07:00:00+08:00
54,54,48,53,52,48,2016-03-12T08:00:00+08:00
54,54,47,52,51,47,2016-03-12T09:00:00+08:00
54,54,45,52,49,48,2016-03-12T10:00:00+08:00
53,53,44,52,50,48,2016-03-12T11:00:00+08:00
53,53,45,52,50,49,2016-03-12T12:00:00+08:00
53,53,45,52,49,50,2016-03-12T13:00:00+08:00
54,54,45,52,49,51,2016-03-12T14:00:00+08:00
53,53,46,52,48,51,2016-03-12T15:00:00+08:00
52,52,44,52,48,51,2016-03-12T16:00:00+08:00
52,52,43,52,48,47,2016-03-12T17:00:00+08:00
52,52,44,52,48,45,2016-03-12T18:00:00+08:00
52,52,44,52,48,47,2016-03-12T19:00:00+08:00
51,51,44,51,48,48,2016-03-12T20:00:00+08:00
52,52,43,51,48,48,2016-03-12T21:00:00+08:00
52,52,43,52,51,49,2016-03-12T22:00:00+08:00
52,52,42,52,51,51,2016-03-12T23:00:00+08:00
52,52,41,52,49,47,2016-03-13T01:00:00+08:00
52,52,41,52,50,45,2016-03-13T02:00:00+08:00
52,51,42,52,48,45,2016-03-13T03:00:00+08:00
51,50,43,51,49,46,2016-03-13T04:00:00+08:00
51,50,42,49,51,46,2016-03-13T05:00:00+08:00
52,51,41,48,52,45,2016-03-13T06:00:00+08:00
53,52,40,48,53,44,2016-03-13T07:00:00+08:00
54,53,40,47,54,44,2016-03-13T08:00:00+08:00
54,53,41,47,54,45,2016-03-13T10:00:00+08:00
53,53,41,48,53,45,2016-03-13T11:00:00+08:00
53,53,42,48,53,44,2016-03-13T12:00:00+08:00
53,53,41,49,53,44,2016-03-13T13:00:00+08:00
54,53,42,48,54,44,2016-03-13T14:00:00+08:00
54,53,41,48,54,44,2016-03-13T15:00:00+08:00
54,54,40,48,54,44,2016-03-13T16:00:00+08:00
54,54,41,48,54,45,2016-03-13T17:00:00+08:00
54,54,41,49,54,44,2016-03-13T18:00:00+08:00
54,54,40,48,54,42,2016-03-13T19:00:00+08:00
54,54,40,48,54,41,2016-03-13T20:00:00+08:00
54,54,41,48,54,41,2016-03-13T21:00:00+08:00
53,53,42,46,53,40,2016-03-13T22:00:00+08:00
53,53,43,44,53,39,2016-03-13T23:00:00+08:00
53,53,45,43,53,44,2016-03-14T01:00:00+08:00
53,53,45,43,53,44,2016-03-14T02:00:00+08:00
53,53,44,44,53,45,2016-03-14T03:00:00+08:00
53,52,44,45,53,45,2016-03-14T04:00:00+08:00
52,52,45,45,52,46,2016-03-14T05:00:00+08:00
52,52,46,45,50,47,2016-03-14T06:00:00+08:00
50,50,49,46,47,48,2016-03-14T07:00:00+08:00
51,48,51,48,46,48,2016-03-14T08:00:00+08:00
51,48,51,49,47,47,2016-03-14T09:00:00+08:00
52,51,52,49,49,47,2016-03-14T10:00:00+08:00
52,51,52,48,51,47,2016-03-14T11:00:00+08:00
52,52,52,49,52,47,2016-03-14T12:00:00+08:00
52,52,52,50,52,49,2016-03-14T13:00:00+08:00
53,53,51,52,52,50,2016-03-14T14:00:00+08:00
54,54,52,52,53,49,2016-03-14T15:00:00+08:00
54,54,53,52,53,52,2016-03-14T16:00:00+08:00
54,54,53,53,53,53,2016-03-14T17:00:00+08:00
54,54,53,53,53,53,2016-03-14T18:00:00+08:00
54,54,53,54,53,54,2016-03-14T19:00:00+08:00
55,55,53,54,54,54,2016-03-14T20:00:00+08:00
55,55,53,54,54,53,2016-03-14T21:00:00+08:00
56,56,53,54,54,53,2016-03-14T22:00:00+08:00
56,56,53,54,54,53,2016-03-14T23:00:00+08:00
56,56,53,55,54,53,2016-03-15T01:00:00+08:00
56,56,53,55,54,54,2016-03-15T02:00:00+08:00
56,56,53,55,54,54,2016-03-15T03:00:00+08:00
56,56,53,54,54,54,2016-03-15T04:00:00+08:00
56,56,54,54,54,54,2016-03-15T05:00:00+08:00
56,56,54,54,54,54,2016-03-15T06:00:00+08:00
56,56,54,54,54,54,2016-03-15T07:00:00+08:00
56,56,54,53,54,54,2016-03-15T08:00:00+08:00
56,56,53,53,54,55,2016-03-15T09:00:00+08:00
56,56,53,54,54,55,2016-03-15T10:00:00+08:00
57,57,53,54,54,55,2016-03-15T11:00:00+08:00
56,56,53,54,54,55,2016-03-15T12:00:00+08:00
56,56,53,54,54,55,2016-03-15T13:00:00+08:00
55,55,54,54,55,55,2016-03-15T14:00:00+08:00
56,54,53,53,54,56,2016-03-15T15:00:00+08:00
54,54,53,53,54,54,2016-03-15T16:00:00+08:00
55,54,53,53,55,54,2016-03-15T17:00:00+08:00
55,54,53,53,55,54,2016-03-15T18:00:00+08:00
55,54,53,53,55,53,2016-03-15T19:00:00+08:00
55,55,53,54,55,53,2016-03-15T20:00:00+08:00
55,55,53,53,55,53,2016-03-15T21:00:00+08:00
56,55,52,54,56,54,2016-03-15T22:00:00+08:00
55,55,52,54,55,54,2016-03-15T23:00:00+08:00
56,56,52,54,56,54,2016-03-16T01:00:00+08:00
57,57,52,54,56,54,2016-03-16T02:00:00+08:00
57,57,52,54,57,53,2016-03-16T03:00:00+08:00
58,58,52,55,58,53,2016-03-16T04:00:00+08:00
58,58,52,56,58,53,2016-03-16T05:00:00+08:00
58,58,52,56,58,53,2016-03-16T06:00:00+08:00
58,58,52,56,57,54,2016-03-16T07:00:00+08:00
58,58,52,57,57,53,2016-03-16T08:00:00+08:00
57,57,52,57,57,53,2016-03-16T09:00:00+08:00
57,57,51,56,56,53,2016-03-16T10:00:00+08:00
57,57,51,56,56,52,2016-03-16T11:00:00+08:00
57,57,51,56,56,52,2016-03-16T12:00:00+08:00
57,57,51,56,55,52,2016-03-16T13:00:00+08:00
57,57,51,56,55,52,2016-03-16T14:00:00+08:00
57,57,49,56,55,52,2016-03-16T15:00:00+08:00
58,58,50,56,55,52,2016-03-16T16:00:00+08:00
58,58,50,56,55,54,2016-03-16T17:00:00+08:00
58,58,49,56,55,56,2016-03-16T18:00:00+08:00
58,58,49,56,54,57,2016-03-16T19:00:00+08:00
57,57,51,55,54,57,2016-03-16T20:00:00+08:00
58,57,51,56,54,58,2016-03-16T21:00:00+08:00
59,57,52,56,54,59,2016-03-16T22:00:00+08:00
59,57,52,55,54,59,2016-03-16T23:00:00+08:00
59,58,52,55,55,59,2016-03-17T01:00:00+08:00
59,57,52,56,55,59,2016-03-17T02:00:00+08:00
59,57,53,56,54,59,2016-03-17T03:00:00+08:00
59,56,53,56,53,59,2016-03-17T04:00:00+08:00
59,57,53,55,54,59,2016-03-17T05:00:00+08:00
59,57,52,55,54,59,2016-03-17T06:00:00+08:00
59,57,52,55,55,59,2016-03-17T07:00:00+08:00
59,58,53,55,55,59,2016-03-17T08:00:00+08:00
59,58,53,55,55,59,2016-03-17T09:00:00+08:00
60,58,53,56,55,60,2016-03-17T10:00:00+08:00
60,58,54,56,56,60,2016-03-17T11:00:00+08:00
61,58,54,56,56,61,2016-03-17T12:00:00+08:00
61,58,54,57,56,61,2016-03-17T13:00:00+08:00
61,58,54,57,56,61,2016-03-17T14:00:00+08:00
61,58,54,57,57,61,2016-03-17T15:00:00+08:00
60,58,55,57,56,60,2016-03-17T16:00:00+08:00
59,58,55,57,56,59,2016-03-17T17:00:00+08:00
59,59,56,57,57,58,2016-03-17T18:00:00+08:00
59,59,56,57,57,58,2016-03-17T19:00:00+08:00
59,59,56,57,57,59,2016-03-17T20:00:00+08:00
59,59,56,57,58,58,2016-03-17T21:00:00+08:00
59,59,56,57,58,58,2016-03-17T22:00:00+08:00
59,59,55,57,58,58,2016-03-17T23:00:00+08:00
59,58,55,58,56,59,2016-03-18T01:00:00+08:00
59,58,55,57,56,59,2016-03-18T02:00:00+08:00
59,57,55,56,56,59,2016-03-18T03:00:00+08:00
59,57,55,56,57,59,2016-03-18T04:00:00+08:00
59,57,55,56,57,59,2016-03-18T05:00:00+08:00
59,57,56,56,57,59,2016-03-18T06:00:00+08:00
60,58,56,57,57,60,2016-03-18T07:00:00+08:00
60,58,56,57,57,60,2016-03-18T08:00:00+08:00
60,58,55,58,57,60,2016-03-18T09:00:00+08:00
58,58,55,58,57,58,2016-03-18T10:00:00+08:00
58,58,55,57,57,58,2016-03-18T11:00:00+08:00
59,59,55,57,58,58,2016-03-18T12:00:00+08:00
59,59,55,57,58,58,2016-03-18T13:00:00+08:00
60,60,56,57,59,58,2016-03-18T14:00:00+08:00
60,60,56,58,59,58,2016-03-18T15:00:00+08:00
61,61,56,59,59,59,2016-03-18T16:00:00+08:00
61,61,56,59,59,60,2016-03-18T17:00:00+08:00
61,61,56,58,59,60,2016-03-18T18:00:00+08:00
61,61,57,58,59,60,2016-03-18T19:00:00+08:00
61,61,57,58,59,60,2016-03-18T20:00:00+08:00
61,61,57,58,59,60,2016-03-18T21:00:00+08:00
60,60,58,58,59,60,2016-03-18T22:00:00+08:00
60,60,58,58,59,59,2016-03-18T23:00:00+08:00
60,60,59,59,59,59,2016-03-19T01:00:00+08:00
61,61,59,59,60,60,2016-03-19T02:00:00+08:00
61,61,59,59,60,60,2016-03-19T03:00:00+08:00
61,61,59,59,60,60,2016-03-19T04:00:00+08:00
61,61,60,59,59,60,2016-03-19T05:00:00+08:00
61,61,60,59,59,60,2016-03-19T06:00:00+08:00
61,61,60,59,60,60,2016-03-19T07:00:00+08:00
61,61,59,58,61,60,2016-03-19T08:00:00+08:00
61,61,59,58,61,60,2016-03-19T09:00:00+08:00
61,61,59,58,61,61,2016-03-19T10:00:00+08:00
61,61,59,58,61,61,2016-03-19T11:00:00+08:00
61,61,59,57,61,61,2016-03-19T12:00:00+08:00
61,61,59,57,61,61,2016-03-19T13:00:00+08:00
62,61,60,56,61,62,2016-03-19T14:00:00+08:00
62,62,60,56,61,62,2016-03-19T15:00:00+08:00
62,62,60,56,62,62,2016-03-19T16:00:00+08:00
63,62,60,56,62,63,2016-03-19T17:00:00+08:00
62,62,60,57,62,62,2016-03-19T19:00:00+08:00
62,62,59,57,61,62,2016-03-19T20:00:00+08:00
62,61,59,57,61,62,2016-03-19T21:00:00+08:00
62,62,59,57,62,62,2016-03-19T22:00:00+08:00
62,62,59,57,61,62,2016-03-19T23:00:00+08:00
62,62,58,56,61,62,2016-03-20T01:00:00+08:00
62,62,58,56,61,62,2016-03-20T02:00:00+08:00
62,62,58,56,60,62,2016-03-20T03:00:00+08:00
62,61,57,56,60,62,2016-03-20T04:00:00+08:00
62,62,56,55,60,61,2016-03-20T05:00:00+08:00
62,62,56,55,61,61,2016-03-20T06:00:00+08:00
62,62,56,55,60,61,2016-03-20T07:00:00+08:00
62,62,56,55,61,62,2016-03-20T08:00:00+08:00
62,62,57,55,61,61,2016-03-20T09:00:00+08:00
62,62,57,55,61,62,2016-03-20T10:00:00+08:00
62,62,57,55,61,61,2016-03-20T11:00:00+08:00
62,62,57,56,61,62,2016-03-20T12:00:00+08:00
63,63,57,56,61,62,2016-03-20T13:00:00+08:00
63,63,57,57,62,63,2016-03-20T14:00:00+08:00
63,63,58,57,62,63,2016-03-20T15:00:00+08:00
63,62,58,58,61,63,2016-03-20T16:00:00+08:00
64,62,57,58,62,64,2016-03-20T17:00:00+08:00
65,62,57,58,62,65,2016-03-20T18:00:00+08:00
65,63,57,58,63,65,2016-03-20T19:00:00+08:00
66,63,58,58,63,66,2016-03-20T20:00:00+08:00
66,63,58,58,63,66,2016-03-20T21:00:00+08:00
67,63,58,58,63,67,2016-03-20T22:00:00+08:00
67,63,58,58,63,67,2016-03-20T23:00:00+08:00
68,62,58,58,64,68,2016-03-21T01:00:00+08:00
68,62,58,58,64,68,2016-03-21T02:00:00+08:00
69,62,59,58,63,69,2016-03-21T03:00:00+08:00
70,62,59,57,64,70,2016-03-21T04:00:00+08:00
70,62,60,58,64,70,2016-03-21T05:00:00+08:00
70,62,60,57,64,70,2016-03-21T06:00:00+08:00
70,62,60,58,64,70,2016-03-21T07:00:00+08:00
70,62,60,58,64,70,2016-03-21T08:00:00+08:00
70,62,59,58,64,70,2016-03-21T09:00:00+08:00
69,62,60,58,64,69,2016-03-21T10:00:00+08:00
70,62,60,58,64,70,2016-03-21T11:00:00+08:00
69,63,60,58,64,69,2016-03-21T12:00:00+08:00
70,62,60,58,63,70,2016-03-21T13:00:00+08:00
69,62,60,58,63,69,2016-03-21T14:00:00+08:00
69,62,60,59,63,69,2016-03-21T15:00:00+08:00
69,63,60,58,64,69,2016-03-21T16:00:00+08:00
68,62,61,58,62,68,2016-03-21T17:00:00+08:00
67,62,60,57,62,67,2016-03-21T18:00:00+08:00
66,61,59,57,61,66,2016-03-21T19:00:00+08:00
65,61,59,58,61,65,2016-03-21T20:00:00+08:00
64,62,59,58,61,64,2016-03-21T21:00:00+08:00
64,62,60,58,61,64,2016-03-21T22:00:00+08:00
64,63,60,58,61,64,2016-03-21T23:00:00+08:00
64,63,59,59,61,64,2016-03-22T01:00:00+08:00
64,63,60,59,61,64,2016-03-22T02:00:00+08:00
63,63,60,59,62,63,2016-03-22T03:00:00+08:00
64,64,59,59,62,63,2016-03-22T04:00:00+08:00
64,64,59,60,62,63,2016-03-22T05:00:00+08:00
64,64,59,60,62,63,2016-03-22T06:00:00+08:00
64,64,60,60,62,64,2016-03-22T07:00:00+08:00
65,65,60,60,62,64,2016-03-22T08:00:00+08:00
65,65,61,60,62,65,2016-03-22T09:00:00+08:00
66,66,61,61,62,65,2016-03-22T10:00:00+08:00
66,66,61,61,62,65,2016-03-22T11:00:00+08:00
66,66,61,61,62,65,2016-03-22T12:00:00+08:00
66,66,61,61,62,64,2016-03-22T13:00:00+08:00
65,65,61,61,63,64,2016-03-22T14:00:00+08:00
65,65,60,61,62,63,2016-03-22T15:00:00+08:00
65,65,59,61,62,62,2016-03-22T16:00:00+08:00
64,64,59,60,62,60,2016-03-22T17:00:00+08:00
64,64,59,61,62,61,2016-03-22T18:00:00+08:00
64,64,59,60,62,60,2016-03-22T19:00:00+08:00
63,63,58,60,61,60,2016-03-22T20:00:00+08:00
63,63,58,59,61,60,2016-03-22T21:00:00+08:00
63,63,58,59,61,59,2016-03-22T22:00:00+08:00
62,62,58,60,61,58,2016-03-22T23:00:00+08:00
63,63,58,61,62,57,2016-03-23T01:00:00+08:00
62,62,58,62,62,56,2016-03-23T02:00:00+08:00
63,63,58,62,62,57,2016-03-23T03:00:00+08:00
64,62,58,64,63,57,2016-03-23T04:00:00+08:00
64,63,58,64,62,57,2016-03-23T05:00:00+08:00
64,63,58,64,62,56,2016-03-23T06:00:00+08:00
63,62,58,63,62,56,2016-03-23T07:00:00+08:00
63,62,58,63,62,55,2016-03-23T08:00:00+08:00
63,62,57,63,62,55,2016-03-23T09:00:00+08:00
63,62,58,63,62,55,2016-03-23T10:00:00+08:00
64,63,58,64,62,55,2016-03-23T11:00:00+08:00
64,61,58,64,62,55,2016-03-23T12:00:00+08:00
64,61,57,64,62,55,2016-03-23T13:00:00+08:00
64,61,58,64,61,55,2016-03-23T15:00:00+08:00
64,60,58,64,61,54,2016-03-23T16:00:00+08:00
64,60,58,64,60,55,2016-03-23T17:00:00+08:00
65,61,59,65,60,55,2016-03-23T18:00:00+08:00
67,63,60,67,62,56,2016-03-23T19:00:00+08:00
67,64,60,67,62,57,2016-03-23T20:00:00+08:00
67,65,61,67,62,58,2016-03-23T22:00:00+08:00
67,65,60,67,62,58,2016-03-23T23:00:00+08:00
65,64,60,65,61,59,2016-03-24T01:00:00+08:00
65,64,60,65,60,58,2016-03-24T02:00:00+08:00
64,64,60,64,60,57,2016-03-24T03:00:00+08:00
63,63,59,62,59,57,2016-03-24T05:00:00+08:00
63,63,58,62,59,57,2016-03-24T06:00:00+08:00
63,63,57,62,59,56,2016-03-24T07:00:00+08:00
62,62,57,61,58,56,2016-03-24T08:00:00+08:00
62,62,57,61,58,56,2016-03-24T09:00:00+08:00
61,61,56,61,58,56,2016-03-24T10:00:00+08:00
60,60,55,60,57,56,2016-03-24T11:00:00+08:00
61,61,56,60,57,56,2016-03-24T12:00:00+08:00
61,61,56,60,57,56,2016-03-24T13:00:00+08:00
62,62,56,60,57,57,2016-03-24T14:00:00+08:00
62,62,56,60,58,58,2016-03-24T15:00:00+08:00
63,63,57,59,58,59,2016-03-24T16:00:00+08:00
63,63,58,59,58,59,2016-03-24T17:00:00+08:00
63,63,58,59,59,59,2016-03-24T18:00:00+08:00
62,62,57,58,58,59,2016-03-24T19:00:00+08:00
61,61,57,58,58,59,2016-03-24T20:00:00+08:00
61,61,58,58,58,60,2016-03-24T21:00:00+08:00
61,61,57,57,59,60,2016-03-24T22:00:00+08:00
61,61,58,57,59,60,2016-03-24T23:00:00+08:00
61,61,58,58,60,61,2016-03-25T01:00:00+08:00
62,61,58,58,60,62,2016-03-25T02:00:00+08:00
63,62,58,58,60,63,2016-03-25T03:00:00+08:00
63,61,59,58,60,63,2016-03-25T04:00:00+08:00
63,61,59,58,60,63,2016-03-25T05:00:00+08:00
64,61,60,58,60,64,2016-03-25T06:00:00+08:00
64,62,60,58,60,64,2016-03-25T07:00:00+08:00
65,62,60,58,61,65,2016-03-25T08:00:00+08:00
66,63,60,58,61,66,2016-03-25T09:00:00+08:00
67,63,61,58,62,67,2016-03-25T10:00:00+08:00
68,64,61,59,62,68,2016-03-25T11:00:00+08:00
67,65,60,59,63,67,2016-03-25T12:00:00+08:00
67,65,61,59,63,67,2016-03-25T13:00:00+08:00
66,65,60,59,63,66,2016-03-25T14:00:00+08:00
66,65,60,59,63,66,2016-03-25T15:00:00+08:00
65,65,60,59,63,65,2016-03-25T16:00:00+08:00
67,65,59,59,63,67,2016-03-25T17:00:00+08:00
69,65,58,59,63,69,2016-03-25T18:00:00+08:00
70,65,58,59,64,70,2016-03-25T19:00:00+08:00
70,64,57,58,62,70,2016-03-25T20:00:00+08:00
69,64,57,58,62,69,2016-03-25T21:00:00+08:00
68,64,56,59,61,68,2016-03-25T22:00:00+08:00
68,64,56,60,61,68,2016-03-25T23:00:00+08:00
67,64,56,60,61,67,2016-03-26T01:00:00+08:00
67,65,56,60,62,67,2016-03-26T02:00:00+08:00
66,65,56,60,62,66,2016-03-26T03:00:00+08:00
66,65,56,60,62,66,2016-03-26T04:00:00+08:00
66,65,56,59,62,66,2016-03-26T05:00:00+08:00
65,65,55,59,62,65,2016-03-26T06:00:00+08:00
65,65,56,59,62,65,2016-03-26T07:00:00+08:00
65,65,57,59,62,64,2016-03-26T08:00:00+08:00
65,65,57,59,61,63,2016-03-26T09:00:00+08:00
64,64,57,59,61,62,2016-03-26T10:00:00+08:00
63,63,58,59,60,62,2016-03-26T11:00:00+08:00
62,62,59,58,58,62,2016-03-26T13:00:00+08:00
61,60,57,57,57,61,2016-03-26T15:00:00+08:00
61,59,57,56,56,61,2016-03-26T16:00:00+08:00
59,58,57,57,56,59,2016-03-26T17:00:00+08:00
58,58,57,56,55,56,2016-03-26T18:00:00+08:00
58,58,57,56,55,55,2016-03-26T19:00:00+08:00
58,58,57,56,55,54,2016-03-26T20:00:00+08:00
58,58,57,57,56,54,2016-03-26T21:00:00+08:00
59,59,57,56,56,55,2016-03-26T22:00:00+08:00
59,59,57,56,57,56,2016-03-26T23:00:00+08:00
59,59,57,56,57,57,2016-03-27T01:00:00+08:00
59,59,57,55,57,58,2016-03-27T02:00:00+08:00
59,59,57,56,57,59,2016-03-27T03:00:00+08:00
59,59,57,56,58,59,2016-03-27T04:00:00+08:00
59,59,58,56,58,59,2016-03-27T05:00:00+08:00
60,59,58,57,58,60,2016-03-27T06:00:00+08:00
59,58,58,56,57,59,2016-03-27T07:00:00+08:00
59,57,57,56,57,59,2016-03-27T08:00:00+08:00
59,57,57,56,58,59,2016-03-27T09:00:00+08:00
59,57,56,56,58,59,2016-03-27T10:00:00+08:00
58,57,55,55,57,58,2016-03-27T11:00:00+08:00
58,57,55,56,58,58,2016-03-27T12:00:00+08:00
58,58,54,56,58,58,2016-03-27T13:00:00+08:00
59,58,54,56,59,58,2016-03-27T14:00:00+08:00
59,58,55,56,59,59,2016-03-27T15:00:00+08:00
